source,title,company,location,description,link,sponsorship
Adzuna,Data Analyst Trainee,ITOL Recruit,"Romford, Essex","Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have",https://www.adzuna.co.uk/jobs/land/ad/5676939210?se=IFlNu7Mx8RGrBZNbY5I0fA&utm_medium=api&utm_source=4b0905b3&v=496DE47EC392AEB171991FE7F87C36E3E43E8FD1,Unclear
Adzuna,Data Analyst Trainee,ITOL Recruit,"Plymouth, South West England","Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have",https://www.adzuna.co.uk/jobs/land/ad/5676937851?se=IFlNu7Mx8RGrBZNbY5I0fA&utm_medium=api&utm_source=4b0905b3&v=DA0B5E724D4BA4CC1D9C05A58B8F84CC3550BC3E,Unclear
Adzuna,Data Analyst Trainee,ITOL Recruit,"Luton, Bedfordshire","Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have",https://www.adzuna.co.uk/jobs/land/ad/5676938142?se=IFlNu7Mx8RGrBZNbY5I0fA&utm_medium=api&utm_source=4b0905b3&v=C40E0767CBD7702A688E10418F92FC098E575396,Unclear
Adzuna,Data Analyst Trainee,ITOL Recruit,"Cardiff County, Wales","Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have",https://www.adzuna.co.uk/jobs/land/ad/5676937401?se=IFlNu7Mx8RGrBZNbY5I0fA&utm_medium=api&utm_source=4b0905b3&v=E84D973286826A58AA391FE7F6239F263C7F2331,Unclear
Adzuna,Trainee Data Analyst,ITOL Recruit,"Barking, Essex","Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have",https://www.adzuna.co.uk/jobs/land/ad/5668632083?se=IFlNu7Mx8RGrBZNbY5I0fA&utm_medium=api&utm_source=4b0905b3&v=F68AF73394992E748554C89C5802C87773804ACB,Unclear
Adzuna,Trainee Data Analyst,ITOL Recruit,"County Antrim, Northern Ireland","Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have",https://www.adzuna.co.uk/jobs/land/ad/5669665259?se=IFlNu7Mx8RGrBZNbY5I0fA&utm_medium=api&utm_source=4b0905b3&v=FC63B066E0CF34C3B78EFB41100F2F6BC4129FB4,Unclear
Adzuna,Trainee Data Analyst,ITOL Recruit,"Leeds, West Yorkshire","Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have",https://www.adzuna.co.uk/jobs/land/ad/5678133590?se=IFlNu7Mx8RGrBZNbY5I0fA&utm_medium=api&utm_source=4b0905b3&v=E0E2F1D6CA3CE34419EE5B04EC738A159FF147C5,Unclear
Adzuna,Data Analyst Trainee,ITOL Recruit,"High Wycombe, Buckinghamshire","Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have",https://www.adzuna.co.uk/jobs/land/ad/5668636580?se=IFlNu7Mx8RGrBZNbY5I0fA&utm_medium=api&utm_source=4b0905b3&v=D4B7B76AE25D52CCFF7A184E2AC49A63AA3B1D86,Unclear
Adzuna,Trainee Data Analyst,ITOL Recruit,"Ilford, Essex","Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have",https://www.adzuna.co.uk/jobs/land/ad/5678135645?se=IFlNu7Mx8RGrBZNbY5I0fA&utm_medium=api&utm_source=4b0905b3&v=CF18629AE152270439723C37A8A0630099F4DFF7,Unclear
Adzuna,Junior / Trainee Data Analyst,GET STAFFED ONLINE RECRUITMENT LIMITED,"Warwickshire, West Midlands","Junior / Trainee Data Analyst Salary: £25,000 – £30,000 Location: Alcester (Hybrid) Our client is a technology-focused Mortgage Network, offering support services to Mortgage and Protection Advisers. ",https://www.adzuna.co.uk/jobs/land/ad/5674081548?se=PIkw3LMx8RGyzcm9L2Uavw&utm_medium=api&utm_source=4b0905b3&v=E53D4726FBA13CD47B08CFC66D079F775FAD036E,Unclear
Adzuna,Junior ERP Data Analyst,Morgan Hunt Recruitment,"Leeds, West Yorkshire","Junior ERP Data Analyst Leeds (1 day per month on-site)£26,000 - £29,000 per annumUntil November 2026 The Opportunity We're looking for a detail-oriented ERP Data Analyst to join a major transformatio",https://www.adzuna.co.uk/jobs/land/ad/5677954463?se=PIkw3LMx8RGyzcm9L2Uavw&utm_medium=api&utm_source=4b0905b3&v=B04F92C03048AD7C45FBAFAAAD23DC4425F5867A,Unclear
Adzuna,Junior Commercial Data Analyst,MSA Data Analytics Ltd,"Leicestershire, East Midlands","This exciting opportunity will provide key analytical support to a fast-paced commercial function, delivering forecast appraisals, insight and strategy to ensure the business remains competitive. As a",https://www.adzuna.co.uk/jobs/land/ad/5660342871?se=PIkw3LMx8RGyzcm9L2Uavw&utm_medium=api&utm_source=4b0905b3&v=21C57A98624E050BAE17AE8E510A237F1BC56515,Unclear
Adzuna,Junior Data Analyst,HL Partnership,"Thorpe Astley, Braunstone","Salary: £25,000 - 30,000 per year Requirements: Holds a relevant qualification in data analysis or a related field Proficient in Microsoft applications, particularly Excel, SQL, and Power BI Can commu",https://www.adzuna.co.uk/jobs/details/5688215635?utm_medium=api&utm_source=4b0905b3,Unclear
Adzuna,Junior Data Analyst,Symmetric Recruitment Ltd,"Pillaton, Saltash","Junior Anaylst Location: Plymouth Salary: £30,000 – £35,000 Excellent Benefits Company: Leading Maritime & Engineering Business Career Opportunity A leading Maritime business in Plymouth is seeking a ",https://www.adzuna.co.uk/jobs/details/5647480139?utm_medium=api&utm_source=4b0905b3,Unclear
Adzuna,Junior Data Analyst - Power BI / SQL,Michael Page Technology,"Birmingham, West Midlands","The Junior Data Analyst will support the analytics team by collecting, analysing, and interpreting data to drive decision-making within the industrial and manufacturing sector. This role is based in B",https://www.adzuna.co.uk/jobs/land/ad/5677954226?se=PIkw3LMx8RGyzcm9L2Uavw&utm_medium=api&utm_source=4b0905b3&v=BAFB44AA80852B4B9B60076D857A72E826385FF9,Unclear
Adzuna,Junior Data Analyst - Europe HQ,Rentokil Initial,"Crawley, West Sussex",Job Description We are seeking a versatile and results-driven Data Analyst to join our team. This hybrid role blends the technical depth of data engineering with the strategic insight of business anal,https://www.adzuna.co.uk/jobs/details/5688383353?utm_medium=api&utm_source=4b0905b3,Unclear
Adzuna,Junior / Trainee Data Analyst,HL Partnership,"Oversley Green, Alcester","Junior / Trainee Data Analyst Salary: £25,000 – £30,000 Location: Alcester (Hybrid) We are technology-focused Mortgage Network, offering support services to Mortgage and Protection Advisers. Our goal ",https://www.adzuna.co.uk/jobs/land/ad/5672044540?se=PIkw3LMx8RGyzcm9L2Uavw&utm_medium=api&utm_source=4b0905b3&v=E377B803F78A23B6D44884333464AECD4FAF21DA,Unclear
Adzuna,Junior / Trainee Data Analyst,Get Staffed Online Recruitment,"Alcester, Warwickshire","Junior / Trainee Data Analyst Salary: £25,000 – £30,000 Location: Alcester (Hybrid) Our client is a technology-focused Mortgage Network, offering support services to Mortgage and Protection Advisers. ",https://www.adzuna.co.uk/jobs/details/5672517042?utm_medium=api&utm_source=4b0905b3,Unclear
Adzuna,Junior Group Data Analyst,Agility,"Birmingham, West Midlands",My client is a PLC organisation who have an exciting opportunity to join their analytics team as a Group Data Analyst. This is an ideal opportunity for someone with a numeric/analytical background loo,https://www.adzuna.co.uk/jobs/details/5672112408?utm_medium=api&utm_source=4b0905b3,Unclear
Adzuna,Junior Data Analyst - Power BI / SQL,Michael Page,"Balsall Heath, Birmingham","The Junior Data Analyst will support the analytics team by collecting, analysing, and interpreting data to drive decision-making within the industrial and manufacturing sector. This role is based in B",https://www.adzuna.co.uk/jobs/land/ad/5677140888?se=PIkw3LMx8RGyzcm9L2Uavw&utm_medium=api&utm_source=4b0905b3&v=D1A6F47254236E213A21AA9C5BCFC3E72BC30A2A,Unclear
Adzuna,Junior Project Data Analyst (Reporting),FBI &TMT,"Warrington, Cheshire",Junior Project Data Analyst (Reporting) Location: Hybrid - 2-3 days a week onsite in Warrington (travel / expenses will be covered) Permanent Salary: Depending on experience Our client is seeking a Ju,https://www.adzuna.co.uk/jobs/details/5679745836?utm_medium=api&utm_source=4b0905b3,Unclear
Adzuna,Data Analyst,TXP Technology x People,"Surrey, South East England","Data Analyst (Junior to mid-level) Standard BPSS required to onboard Duration: 6 months Location: Remote working with 1 day per week in Redhill, Surrey £350.00 Per Day - Inside IR35 via Umbrella Our w",https://www.adzuna.co.uk/jobs/land/ad/5676943881?se=PIkw3LMx8RGyzcm9L2Uavw&utm_medium=api&utm_source=4b0905b3&v=D0B9D0E76333CEEFADA14C27D43AEB89A397C8A8,Unclear
